880, 1000, 0, 0, 477.483, 310.777, 5.82017, 44.9025, 101.322, 161.766, 188.137, 7.04401, 258.713, 50, 271.011, 16.6054, 16.6054, 16.6054, 271.011, 16.6054, 16.6054, 16.6054, 3.97907, 0.273655, 16.6054, 16.6054, 16.3317, 31.7172, 5.34007, 16.6054, 16.6054, 11.2653
960, 1000, 0, 0, 516.816, 323.194, 5.0135, 46.1834, 102.595, 176.225, 176.566, 7.6179, 279.959, 50, 271.625, 16.6054, 16.6054, 16.6054, 271.625, 16.6054, 16.6054, 16.6054, 3.30105, 0.25314, 16.6054, 16.6054, 16.3522, 29.4234, 5.05919, 16.6054, 16.6054, 11.5462
1040, 1000, 0, 0, 552.89, 334.175, 4.39527, 47.3209, 103.709, 187.933, 165.09, 8.1435, 299.419, 50, 272.012, 16.6054, 16.6054, 16.6054, 272.012, 16.6054, 16.6054, 16.6054, 2.81949, 0.236857, 16.6054, 16.6054, 16.3685, 27.5169, 4.82672, 16.6054, 16.6054, 11.7787
1120, 1000, 0, 0, 585.899, 343.915, 3.90554, 48.3339, 104.688, 197.261, 153.984, 8.62392, 317.208, 50, 272.255, 16.6054, 16.6054, 16.6054, 272.255, 16.6054, 16.6054, 16.6054, 2.47242, 0.22369, 16.6054, 16.6054, 16.3817, 25.9319, 4.63221, 16.6054, 16.6054, 11.9732
1200, 1000, 0, 0, 616.057, 352.577, 3.50721, 49.2384, 105.552, 204.568, 143.405, 9.06244, 333.446, 50, 272.408, 16.6054, 16.6054, 16.6054, 272.408, 16.6054, 16.6054, 16.6054, 2.21809, 0.212878, 16.6054, 16.6054, 16.3925, 24.6102, 4.46788, 16.6054, 16.6054, 12.1375
1280, 1000, 0, 0, 643.575, 360.3, 3.17624, 50.0475, 106.319, 210.18, 133.438, 9.46232, 348.254, 50, 272.504, 16.6054, 16.6054, 16.6054, 272.504, 16.6054, 16.6054, 16.6054, 2.02832, 0.203886, 16.6054, 16.6054, 16.4015, 23.5035, 4.3279, 16.6054, 16.6054, 12.2775
1360, 1000, 0, 0, 668.664, 367.198, 2.8964, 50.7728, 107.001, 214.385, 124.116, 9.82668, 361.748, 50, 272.564, 16.6054, 16.6054, 16.6054, 272.564, 16.6054, 16.6054, 16.6054, 1.88403, 0.196326, 16.6054, 16.6054, 16.4091, 22.5718, 4.20778, 16.6054, 16.6054, 12.3976
1440, 1000, 0, 0, 691.522, 373.372, 2.65635, 51.4239, 107.609, 217.427, 115.444, 10.1585, 374.036, 50, 272.602, 16.6054, 16.6054, 16.6054, 272.602, 16.6054, 16.6054, 16.6054, 1.7722, 0.18991, 16.6054, 16.6054, 16.4155, 21.7829, 4.10406, 16.6054, 16.6054, 12.5013
1520, 1000, 0, 0, 712.337, 378.907, 2.44797, 52.0093, 108.152, 219.516, 107.409, 10.4606, 385.224, 50, 272.626, 16.6054, 16.6054, 16.6054, 272.626, 16.6054, 16.6054, 16.6054, 1.68391, 0.184422, 16.6054, 16.6054, 16.421, 21.111, 4.01399, 16.6054, 16.6054, 12.5914
1600, 1000, 0, 0, 731.285, 383.875, 2.26528, 52.536, 108.639, 220.827, 99.9852, 10.7355, 395.406, 50, 272.641, 16.6054, 16.6054, 16.6054, 272.641, 16.6054, 16.6054, 16.6054, 1.61295, 0.179694, 16.6054, 16.6054, 16.4257, 20.5354, 3.9354, 16.6054, 16.6054, 12.67
